gene,species,summary_uid,summary_symbol,summary_name,summary_type,summary_chromosome,summary_text,disease_count,disease_names,domain_count,domain_names,ols_identity_count,ols_identity_labels,ols_function_count,ols_function_labels,error
SERPING1,Homo,710,SERPING1,serpin family G member 1,,11,"This gene encodes a highly glycosylated plasma protein involved in the regulation of the complement cascade. Its encoded protein, C1 inhibitor, inhibits activated C1r and C1s of the first complement component and thus regulates complement activation. It is synthesized in the liver, and its deficiency is associated with hereditary angioneurotic oedema (HANE). Alternative splicing results in multiple transcript variants encoding the same isoform. [provided by RefSeq, May 2020]",0,,0,,1,SERPING1,0,,
CTNND1,Homo,1500,CTNND1,catenin delta 1,,11,"This gene encodes a member of the Armadillo protein family, which function in adhesion between cells and signal transduction. Multiple translation initiation codons and alternative splicing result in many different isoforms being translated. Not all of the full-length natures of the described transcript variants have been determined. Read-through transcription also exists between this gene and the neighboring upstream thioredoxin-related transmembrane protein 2 (TMX2) gene. [provided by RefSeq, Dec 2010]",0,,0,,2,CTNND1; TMX2-CTNND1,0,,
GLYATL2,Homo,219970,GLYATL2,glycine-N-acyltransferase like 2,,11,"Enables glycine N-acyltransferase activity. Involved in long-chain fatty acid catabolic process; medium-chain fatty acid catabolic process; and monounsaturated fatty acid catabolic process. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,GLYATL2,0,,
GLYATL1,Homo,92292,GLYATL1,glycine-N-acyltransferase like 1,,11,"Enables glutamine N-acyltransferase activity. Involved in glutamine metabolic process. Predicted to be located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,GLYATL1; GLYATL1-AS1,0,,
AP001636.3,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
FAM111B,Homo,374393,FAM111B,FAM111 trypsin like peptidase B,,11,"This gene encodes a protein with a trypsin-like cysteine/serine peptidase domain in the C-terminus. Mutations in this gene are associated with an autosomal dominant form of hereditary fibrosing poikiloderma (HFP). Affected individuals display mottled pigmentation, telangiectasia, epidermal atrophy, tendon contractures, and progressive pulmonary fibrosis. Alternative splicing results in multiple transcript variants encoding distinct isoforms. A paralog of this gene which also has a trypsin&#8208;like peptidase domain, FAM111A, is located only 16 kb from this gene on human chromosome 11q12.1. [provided by RefSeq, Apr 2014]",0,,0,,1,FAM111B,0,,
MPEG1,Homo,219972,MPEG1,macrophage expressed 1,,11,"Enables wide pore channel activity. Involved in defense response to Gram-negative bacterium and defense response to Gram-positive bacterium. Located in cytoplasmic vesicle. Is active in phagolysosome membrane. Implicated in primary immunodeficiency disease. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,MPEG1,0,,
OR5AN1,Homo,390195,OR5AN1,olfactory receptor family 5 subfamily AN member 1,,11,"Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. [provided by RefSeq, Jul 2008]",0,,0,,1,OR5AN1,0,,
CBLIF,Homo,2694,CBLIF,cobalamin binding intrinsic factor,,11,"This gene is a member of the cobalamin transport protein family. It encodes a glycoprotein secreted by parietal cells of the gastric mucosa and is required for adequate absorption of vitamin B12. Vitamin B12 is necessary for erythrocyte maturation and mutations in this gene may lead to congenital pernicious anemia. [provided by RefSeq, Jul 2008]",0,,0,,1,CBLIF,0,,
MS4A3,Homo,932,MS4A3,membrane spanning 4-domains A3,,11,"This gene encodes a member of the membrane-spanning 4A gene family. Members of this protein family are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns among hematopoietic cells and nonlymphoid tissues. This family member likely plays a role in signal transduction and may function as a subunit associated with receptor complexes. The gene encoding this protein is localized to 11q12, among a cluster of related family members. Alternative splicing may result in multiple transcript variants; however, not all variants have been fully described. [provided by RefSeq, Jul 2008]",0,,0,,1,MS4A3,0,,
MS4A2,Homo,2206,MS4A2,membrane spanning 4-domains A2,,11,"The allergic response involves the binding of allergen to receptor-bound IgE followed by cell activation and the release of mediators responsible for the manifestations of allergy. The IgE-receptor, a tetramer composed of an alpha, beta, and 2 disulfide-linked gamma chains, is found on the surface of mast cells and basophils. This gene encodes the beta subunit of the high affinity IgE receptor which is a member of the membrane-spanning 4A gene family. Members of this nascent protein family are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns among hematopoietic cells and nonlymphoid tissues. This family member is localized to 11q12, among a cluster of membrane-spanning 4A gene family members. Alternative splicing results in multiple transcript variants encoding distinct proteins. Additional transcript variants have been described but require experimental validation. [provided by RefSeq, Mar 2012]",0,,0,,1,MS4A2,0,,
MS4A6A,Homo,64231,MS4A6A,membrane spanning 4-domains A6A,,11,"This gene encodes a member of the membrane-spanning 4A gene family. Members of this nascent protein family are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns among hematopoietic cells and nonlymphoid tissues. The gene encoding this protein is localized to 11q12.1, among a cluster of family members. Alternative splicing of this gene results in several transcript variants that encode different protein isoforms. [provided by RefSeq, Oct 2011]",0,,0,,1,MS4A6A,0,,
MS4A4A,Homo,51338,MS4A4A,membrane spanning 4-domains A4A,,11,"This gene encodes a member of the membrane-spanning 4A gene family. Members of this nascent protein family are characterized by common structural features, similar intron/exon splice boundaries, and display unique expression patterns in hematopoietic cells and nonlymphoid tissues. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011]",0,,0,,1,MS4A4A,0,,
MS4A4E,Homo,643680,MS4A4E,membrane spanning 4-domains A4E,,11,"Most MS4A genes, including MS4A4E, encode proteins with at least 4 potential transmembrane domains and N- and C-terminal cytoplasmic domains encoded by distinct exons.[supplied by OMIM, Apr 2004]",0,,0,,1,MS4A4E,0,,
MS4A7,Homo,58475,MS4A7,membrane spanning 4-domains A7,,11,"This gene encodes a member of the membrane-spanning 4A gene family, members of which are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns in hematopoietic cells and nonlymphoid tissues. This family member is associated with mature cellular function in the monocytic lineage, and it may be a component of a receptor complex involved in signal transduction. This gene is localized to 11q12, in a cluster of other family members. At least four alternatively spliced transcript variants encoding two distinct isoforms have been observed. [provided by RefSeq, Jul 2008]",0,,0,,2,MS4A7; MS4A4A,0,,
MS4A1,Homo,,,,,,,0,,0,,1,MS4A1,0,,summary_not_found
CYB561A3,Homo,220002,CYB561A3,cytochrome b561 family member A3,,11,"Predicted to enable transmembrane ascorbate ferrireductase activity. Predicted to be involved in intracellular iron ion homeostasis. Located in nucleolus. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,CYB561A3,0,,
FEN1,Homo,2237,FEN1,flap structure-specific endonuclease 1,,11,"The protein encoded by this gene removes 5' overhanging flaps in DNA repair and processes the 5' ends of Okazaki fragments in lagging strand DNA synthesis. Direct physical interaction between this protein and AP endonuclease 1 during long-patch base excision repair provides coordinated loading of the proteins onto the substrate, thus passing the substrate from one enzyme to another. The protein is a member of the XPG/RAD2 endonuclease family and is one of ten proteins essential for cell-free DNA replication. DNA secondary structure can inhibit flap processing at certain trinucleotide repeats in a length-dependent manner by concealing the 5' end of the flap that is necessary for both binding and cleavage by the protein encoded by this gene. Therefore, secondary structure can deter the protective function of this protein, leading to site-specific trinucleotide expansions. [provided by RefSeq, Jul 2008]",0,,0,,7,FEN1; ELOVL2; ELOVL1; ELOVL3; ELOVL6; ELOVL5; ELOVL4,0,,
FADS3,Homo,3995,FADS3,fatty acid desaturase 3,,11,"The protein encoded by this gene is a member of the fatty acid desaturase (FADS) gene family. Desaturase enzymes regulate unsaturation of fatty acids through the introduction of double bonds between defined carbons of the fatty acyl chain. FADS family members are considered fusion products composed of an N-terminal cytochrome b5-like domain and a C-terminal multiple membrane-spanning desaturase portion, both of which are characterized by conserved histidine motifs. This gene is clustered with family members FADS1 and FADS2 at 11q12-q13.1; this cluster is thought to have arisen evolutionarily from gene duplication based on its similar exon/intron organization. [provided by RefSeq, Jul 2008]",0,,0,,1,FADS3,0,,
RAB3IL1,Homo,5866,RAB3IL1,RAB3A interacting protein like 1,,11,"This gene encodes a guanine nucleotide exchange factor for the ras-related protein Rab3A. The encoded protein binds Rab3a and the inositol hexakisphosphate kinase InsP6K1. Alternative splicing results in multiple transcript variants. A related pseudogene has been identified on chromosome 7. [provided by RefSeq, Nov 2012]",0,,0,,1,RAB3IL1,0,,
FTH1,Homo,2495,FTH1,ferritin heavy chain 1,,11,"This gene encodes the heavy subunit of ferritin, the major intracellular iron storage protein in prokaryotes and eukaryotes. It is composed of 24 subunits of the heavy and light ferritin chains. Variation in ferritin subunit composition may affect the rates of iron uptake and release in different tissues. A major function of ferritin is the storage of iron in a soluble and nontoxic state. Defects in ferritin proteins are associated with several neurodegenerative diseases. This gene has multiple pseudogenes. Several alternatively spliced transcript variants have been observed, but their biological validity has not been determined. [provided by RefSeq, Jul 2008]",0,,0,,1,FTH1,1,high-affinity iron exporter complex,
GNG3,Homo,2785,GNG3,G protein subunit gamma 3,,11,"Guanine nucleotide binding proteins are heterotrimeric signal-transducing molecules consisting of alpha, beta, and gamma subunits. The gamma subunit determines the specificity of which signaling pathways will be affected by this particular complex. The protein encoded by this gene represents the gamma subunit of both inhibitory and stimulatory complexes. [provided by RefSeq, Jan 2012]",0,,0,,1,GNG3,0,,
PLAAT2,Homo,54979,PLAAT2,phospholipase A and acyltransferase 2,,11,"The protein encoded by this gene has both phospholipase and acyltransferase activities and acts as a tumor suppressor. The encoded protein can hydrolyze dipalmitoylated phosphatidylcholine (PC) to palmitic acid and lyso-PC. In addition, this protein can catalyze the N-acylation of phosphatidylethanolamine and can catalyze the O-acylation of lyso-PC to form PC. [provided by RefSeq, Jul 2016]",0,,0,,1,PLAAT2,0,,
RTN3,Homo,10313,RTN3,reticulon 3,,11,"This gene belongs to the reticulon family of highly conserved genes that are preferentially expressed in neuroendocrine tissues. This family of proteins interact with, and modulate the activity of beta-amyloid converting enzyme 1 (BACE1), and the production of amyloid-beta. An increase in the expression of any reticulon protein substantially reduces the production of amyloid-beta, suggesting that reticulon proteins are negative modulators of BACE1 in cells. Alternatively spliced transcript variants encoding different isoforms have been found for this gene, and pseudogenes of this gene are located on chromosomes 4 and 12. [provided by RefSeq, May 2012]",0,,0,,2,RTN3; Reticulons,0,,
PPP1R14B,Homo,26472,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B,,11,"Predicted to enable protein serine/threonine phosphatase inhibitor activity. Predicted to be involved in innate immune response. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,PPP1R14B; PPP1R14B-AS1,0,,
